Name;Birthday;Club;Club2;Club3;Year;League
Julian Rieckmann;2000-08-01;Werder Bremen;;;2020.0;GER-Bundesliga
Sebastian Müller;2001-01-23;Arminia Bielefeld;;;2020.0;GER-Bundesliga
Dion Berisha;2003-05-09;Augsburg;;;2020.0;GER-Bundesliga
Marvin Ayhan Obuz;2002-01-25;FC Koln;;;2020.0;GER-Bundesliga
Lars Sidney Raebiger;2005-04-17;RBL;;;2020.0;GER-Bundesliga
Manuel Obafemi Akanji;1995-07-19;Borussia Dortmund;;;2020.0;GER-Bundesliga
Rabbi Matondo;2000-09-09;Schalke;;;2020.0;GER-Bundesliga
Aleksandar Dragović;1991-03-06;Leverkusen;;;2020.0;GER-Bundesliga
Kai Lukas Havertz;1999-06-11;Leverkusen;;;2020.0;GER-Bundesliga
Erling Braut Haaland;2000-07-21;Borussia Dortmund;;;2020.0;GER-Bundesliga
Michael Rico Lang;1991-02-08;Borussia M.Gladbach;;;2020.0;GER-Bundesliga
Christian Gebauer;1993-12-20;Arminia Bielefeld;;;2020.0;GER-Bundesliga
Jhon Andrés Córdoba Copete;1993-05-11;Hertha Berlin;;;2020.0;GER-Bundesliga
Suleiman Abdullahi;1996-12-10;Union Berlin;;;2020.0;GER-Bundesliga
Stefan Ortega Moreno;1992-11-06;Arminia Bielefeld;;;2020.0;GER-Bundesliga
Florian Hartherz;1993-05-29;Arminia Bielefeld;;;2020.0;GER-Bundesliga
Jóan Símun Edmundsson;1991-07-26;Arminia Bielefeld;;;2020.0;GER-Bundesliga
Niklas Kristian Moisander;1985-09-29;Werder Bremen;;;2020.0;GER-Bundesliga
John Yeboah Zamora;2000-06-23;Wolfsburg;;;2020.0;GER-Bundesliga
Oscar Joakim Wendt;1985-10-24;Borussia M.Gladbach;;;2020.0;GER-Bundesliga
Marek Suchý;1988-03-29;Augsburg;;;2020.0;GER-Bundesliga
Daniels Ontužāns;2000-03-07;Bayern;;;2020.0;GER-Bundesliga
Nishan Connell Burkart;2000-01-31;Freiburg;;;2020.0;GER-Bundesliga
Mikail Maden;2002-01-17;Schalke;;;2020.0;GER-Bundesliga
Marcel Schmelzer;1988-01-22;Borussia Dortmund;;;2021.0;GER-Bundesliga
Kevin-Prince Boateng;1987-03-06;Hertha Berlin;;;2021.0;GER-Bundesliga
Sebastian Rudy;1990-02-28;Hoffenheim;;;2021.0;GER-Bundesliga
Nico Schulz;1993-04-01;Borussia Dortmund;;;2021.0;GER-Bundesliga
Julian Baumgartlinger;1988-01-02;Leverkusen;;;2021.0;GER-Bundesliga
Andrey Lunev;1991-11-13;Leverkusen;;;2021.0;GER-Bundesliga
Anthony Mbu Agogo Modeste;1988-04-14;FC Koln;;;2021.0;GER-Bundesliga
Hans Nunoo Sarpei;1998-08-22;Greuther Fuerth;;;2021.0;GER-Bundesliga
Rune Almenning Jarstein;1984-09-29;Hertha Berlin;;;2021.0;GER-Bundesliga
Josuha Jérémy Akoi Fara Guilavogui;1990-09-19;Wolfsburg;;;2021.0;GER-Bundesliga
Nils Petersen;1988-12-06;Freiburg;;;2021.0;GER-Bundesliga
Stephan Fürstner;1987-09-11;Mainz;;;2021.0;GER-Bundesliga
Gonzalo Castro Randon;1987-06-11;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Nicolas Feldhahn;1986-08-14;Bayern;;;2021.0;GER-Bundesliga
Dominik Marx;2000-02-02;Wolfsburg;;;2021.0;GER-Bundesliga
Julian Philipp Frommann;2003-04-11;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Kenson Pierre Bauer;2003-07-31;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Juan Enrique Herrero Garcia;2005-01-28;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Noah Mrosek;2004-06-18;Borussia Dortmund;;;2021.0;GER-Bundesliga
Cem-Ali Dogan;2004-07-19;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Amin Younes;1993-08-06;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Daniel Caligiuri;1988-01-15;Augsburg;;;2021.0;GER-Bundesliga
Benjamin Hübner;1989-07-04;Hoffenheim;;;2021.0;GER-Bundesliga
Ádám Csaba Szalai;1987-12-09;Mainz;;;2021.0;GER-Bundesliga
Martin Josef Hinteregger;1992-09-07;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Timo Phil Horn;1993-05-12;FC Koln;;;2021.0;GER-Bundesliga
Jonas Armin Hector;1990-05-27;FC Koln;;;2021.0;GER-Bundesliga
Philipp Tschauner;1985-11-03;RBL;;;2021.0;GER-Bundesliga
Richard Weil;1988-02-06;Stuttgart;;;2021.0;GER-Bundesliga
André Hahn;1990-08-13;Augsburg;;;2021.0;GER-Bundesliga
Marvin Plattenhardt;1992-01-26;Hertha Berlin;;;2021.0;GER-Bundesliga
Tobias Strobl;1990-05-12;Augsburg;;;2021.0;GER-Bundesliga
Daniel Didavi;1990-02-21;Stuttgart;;;2021.0;GER-Bundesliga
Oscar Carl Linnér;1997-02-23;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Tanguy Coulibaly;2001-02-18;Stuttgart;;;2021.0;GER-Bundesliga
Marlon Morgenstern;2001-01-30;Hertha Berlin;;;2021.0;GER-Bundesliga
Alkhaly Momo Cissé;2002-10-17;Stuttgart;;;2021.0;GER-Bundesliga
Fynn Otto;2002-03-08;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Mathis Bruns;2004-03-31;Union Berlin;;;2021.0;GER-Bundesliga
Gil-Linnart Walther;2003-03-14;Wolfsburg;;;2021.0;GER-Bundesliga
Bastian Oczipka;1989-01-12;Union Berlin;;;2021.0;GER-Bundesliga
Ermin Bičakčić;1990-01-24;Hoffenheim;;;2021.0;GER-Bundesliga
Karim Bellarabi;1990-04-08;Leverkusen;;;2021.0;GER-Bundesliga
Admir Mehmedi;1991-03-16;Wolfsburg;;;2021.0;GER-Bundesliga
Martin Sebastian Andersson;1991-07-15;FC Koln;;;2021.0;GER-Bundesliga
Nathan De Medina;1997-10-08;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Manuel Prietl;1991-08-03;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Konstantinos Stafylidis;1993-12-02;Bochum;Hoffenheim;;2021.0;GER-Bundesliga
Jan Morávek;1989-11-01;Augsburg;;;2021.0;GER-Bundesliga
Jonathan Schmid;1990-06-22;Freiburg;;;2021.0;GER-Bundesliga
Lukas Klünter;1996-05-26;Hertha Berlin;;;2021.0;GER-Bundesliga
Niko Gießelmann;1991-09-26;Union Berlin;;;2021.0;GER-Bundesliga
Daniel Brosinski;1988-07-17;Mainz;;;2021.0;GER-Bundesliga
Jean-Paul Boëtius;1994-03-22;Mainz;;;2021.0;GER-Bundesliga
Nick Proschwitz;1986-11-28;Hoffenheim;;;2021.0;GER-Bundesliga
Danny Blum;1991-01-07;Bochum;;;2021.0;GER-Bundesliga
Cimo Patric Röcker;1994-01-21;Hertha Berlin;;;2021.0;GER-Bundesliga
Omer Hanin;1998-05-14;Mainz;;;2021.0;GER-Bundesliga
Robin Luca Kehr;2000-02-22;Greuther Fuerth;;;2021.0;GER-Bundesliga
Iker Bravo Solanilla;2005-01-13;Leverkusen;;;2021.0;GER-Bundesliga
Raphaël Adelino José Guerreiro;1993-12-22;Borussia Dortmund;;;2021.0;GER-Bundesliga
Mahmoud Dahoud;1996-01-01;Borussia Dortmund;;;2021.0;GER-Bundesliga
Stevan Jovetić;1989-11-02;Hertha Berlin;;;2021.0;GER-Bundesliga
Moussa Diaby;1999-07-07;Leverkusen;;;2021.0;GER-Bundesliga
Christian Früchtl;2000-01-28;Bayern;;;2021.0;GER-Bundesliga
Ishak Belfodil;1992-01-12;Hertha Berlin;Hoffenheim;;2021.0;GER-Bundesliga
Andrej Kramarić;1991-06-19;Hoffenheim;;;2021.0;GER-Bundesliga
Leon Patrick Bailey Butler;1997-08-09;Leverkusen;;;2021.0;GER-Bundesliga
Almamy Touré;1996-04-28;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Daichi Kamada;1996-08-05;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Exequiel Alejandro Palacios;1998-10-05;Leverkusen;;;2021.0;GER-Bundesliga
Reinier Jesus Carvalho;2002-01-19;Borussia Dortmund;;;2021.0;GER-Bundesliga
Ademola Lookman Olajade Alade Aylola Lookman;1997-10-20;RBL;;;2021.0;GER-Bundesliga
Håvard Nordtveit;1990-06-21;Hoffenheim;;;2021.0;GER-Bundesliga
Mark Flekken;1993-06-13;Freiburg;;;2021.0;GER-Bundesliga
Yusif Rahman Chibsah;1993-03-10;Bochum;;;2021.0;GER-Bundesliga
Andi Avdi Zeqiri;1999-06-22;Augsburg;;;2021.0;GER-Bundesliga
Daishawn Orpheo Marvin Redan;2001-02-02;Hertha Berlin;;;2021.0;GER-Bundesliga
Joško Gvardiol;2002-01-23;RBL;;;2021.0;GER-Bundesliga
Kevin Schade;2001-11-27;Freiburg;;;2021.0;GER-Bundesliga
Jadon Malik Sancho;2000-03-25;Borussia Dortmund;;;2021.0;GER-Bundesliga
Jacob Bruun Larsen;1998-09-19;Hoffenheim;;;2021.0;GER-Bundesliga
Christopher Alan Nkunku;1997-11-14;RBL;;;2021.0;GER-Bundesliga
Daley Sinkgraven;1995-07-04;Leverkusen;;;2021.0;GER-Bundesliga
Melingo Kevin Mbabu;1995-04-19;Wolfsburg;;;2021.0;GER-Bundesliga
Dominik Szoboszlai;2000-10-25;RBL;;;2021.0;GER-Bundesliga
Gonçalo Mendes Paciência;1994-08-01;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Saša Kalajdžić;1997-07-07;Stuttgart;;;2021.0;GER-Bundesliga
Taiwo Micheal Awoniyi;1997-08-12;Union Berlin;;;2021.0;GER-Bundesliga
Omar Tyrell Crawford Richards;1998-02-15;Bayern;;;2021.0;GER-Bundesliga
Jorge Meré Pérez;1997-04-17;FC Koln;;;2021.0;GER-Bundesliga
Orel Johnson Mangala;1998-03-18;Stuttgart;;;2021.0;GER-Bundesliga
Hee-Chan Hwang;1996-01-26;RBL;;;2021.0;GER-Bundesliga
Wout Weghorst;1992-08-07;Wolfsburg;;;2021.0;GER-Bundesliga
Louis Jordan Beyer;2000-05-19;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Moussa Niakhaté;1996-03-08;Mainz;;;2021.0;GER-Bundesliga
Darko Churlinov;2000-07-11;Stuttgart;;;2021.0;GER-Bundesliga
Christopher Jeffrey Richards;2000-03-28;Hoffenheim;Bayern;;2021.0;GER-Bundesliga
Jude Victor William Bellingham;2003-06-29;Borussia Dortmund;;;2021.0;GER-Bundesliga
Naouirou Mohamed Ahamada;2002-03-29;Stuttgart;;;2021.0;GER-Bundesliga
Thomas Joseph Delaney;1991-09-03;Borussia Dortmund;;;2021.0;GER-Bundesliga
Axel Laurent Angel Lambert Witsel;1989-01-12;Borussia Dortmund;;;2021.0;GER-Bundesliga
Breel Donald Embolo;1997-02-14;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Corentin Tolisso;1994-08-03;Bayern;;;2021.0;GER-Bundesliga
Robert Lewandowski;1988-08-21;Bayern;;;2021.0;GER-Bundesliga
Moanes Dabbur;1992-05-14;Hoffenheim;;;2021.0;GER-Bundesliga
Marcelo Josemir Saracchi Pintos;1998-04-23;RBL;;;2021.0;GER-Bundesliga
Matheus Santos Carneiro da Cunha;1999-05-27;Hertha Berlin;;;2021.0;GER-Bundesliga
Frederik Riis Rønnow;1992-08-04;Union Berlin;;;2021.0;GER-Bundesliga
Baptiste Santamaría;1995-03-09;Freiburg;;;2021.0;GER-Bundesliga
Jakob Busk Jensen;1993-09-12;Union Berlin;;;2021.0;GER-Bundesliga
Florian Krüger;1999-02-13;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Paul Jaeckel;1998-07-22;Union Berlin;;;2021.0;GER-Bundesliga
Kevin Danso;1998-09-19;Augsburg;;;2021.0;GER-Bundesliga
Jérôme Roussillon;1993-01-06;Wolfsburg;;;2021.0;GER-Bundesliga
Alexander Schwolow;1992-06-02;Hertha Berlin;;;2021.0;GER-Bundesliga
Marc Roca Junqué;1996-11-26;Bayern;;;2021.0;GER-Bundesliga
Tanguy-Austin Nianzou Kouassi;2002-06-07;Bayern;;;2021.0;GER-Bundesliga
Yannic Stein;2004-09-17;Union Berlin;;;2021.0;GER-Bundesliga
Fabio Blanco Gómez;2004-02-18;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Lucas Simon Pierre Tousart;1997-04-29;Hertha Berlin;;;2021.0;GER-Bundesliga
Mohameth Djibril Ibrahima Sow;1997-02-06;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Kevin Christian Trapp;1990-07-08;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Lucas Silva Melo;1999-07-04;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Makoto Hasebe;1984-01-18;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Sebastian Rode;1990-10-11;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Kristijan Jakić;1997-05-14;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Christopher Lenz;1994-09-22;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Christopher Trimmel;1987-02-24;Union Berlin;;;2021.0;GER-Bundesliga
Diant Ramaj;2001-09-19;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Miloš Pantović;1996-07-07;Bochum;;;2021.0;GER-Bundesliga
Kevin Behrens;1991-02-03;Union Berlin;;;2021.0;GER-Bundesliga
Rani Khedira;1994-01-27;Union Berlin;;;2021.0;GER-Bundesliga
Robin Knoche;1992-05-22;Union Berlin;;;2021.0;GER-Bundesliga
Dominique Heintz;1993-08-15;Union Berlin;Freiburg;;2021.0;GER-Bundesliga
Janik Haberer;1994-04-02;Freiburg;;;2021.0;GER-Bundesliga
Jens Grahl;1988-09-22;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
András Schäfer;1999-04-13;Union Berlin;;;2021.0;GER-Bundesliga
Sheraldo Rudi Becker;1995-02-09;Union Berlin;;;2021.0;GER-Bundesliga
Laurenz Dehl;2001-12-12;Union Berlin;;;2021.0;GER-Bundesliga
Manuel Peter Neuer;1986-03-27;Bayern;;;2021.0;GER-Bundesliga
Sven Ulreich;1988-08-03;Bayern;;;2021.0;GER-Bundesliga
Alphonso Boyle Davies;2000-11-02;Bayern;;;2021.0;GER-Bundesliga
Leon Christoph Goretzka;1995-02-06;Bayern;;;2021.0;GER-Bundesliga
Lucas Nicolás Alario;1992-10-08;Leverkusen;;;2021.0;GER-Bundesliga
Dayotchanculle Oswald Upamecano;1998-10-27;Bayern;;;2021.0;GER-Bundesliga
Timothy Chandler;1990-03-29;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Bouna Junior Sarr;1992-01-31;Bayern;;;2021.0;GER-Bundesliga
Benjamin Jacques Marcel Pavard;1996-03-28;Bayern;;;2021.0;GER-Bundesliga
Yann Sommer;1988-12-17;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Rafael Santos Borré Maury;1995-09-15;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Jesper Grænge Lindstrøm;2000-02-29;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Ellyes Joris Skhiri;1995-05-10;FC Koln;;;2021.0;GER-Bundesliga
Vincent Edouard André Koziello;1995-10-28;FC Koln;;;2021.0;GER-Bundesliga
Jens Petter Hauge;1999-10-12;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Ali Akman;2002-04-18;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Omar Khaled Mohamed Marmoush;1999-02-07;Stuttgart;Wolfsburg;;2021.0;GER-Bundesliga
Josip Stanišić;2000-04-02;Bayern;;;2021.0;GER-Bundesliga
Ansgar Knauff;2002-01-10;Eintracht Frankfurt;Borussia Dortmund;;2021.0;GER-Bundesliga
Ngankam Jessic Gaïtan Ngankam;2000-07-20;Greuther Fuerth;;;2021.0;GER-Bundesliga
Eric Maxim Choupo-Moting;1989-03-23;Bayern;;;2021.0;GER-Bundesliga
Joshua Walter Kimmich;1995-02-08;Bayern;;;2021.0;GER-Bundesliga
Kingsley Junior Coman;1996-06-13;Bayern;;;2021.0;GER-Bundesliga
Serge David Gnabry;1995-07-14;Bayern;;;2021.0;GER-Bundesliga
Thomas Müller;1989-09-13;Bayern;;;2021.0;GER-Bundesliga
Nadiem Amiri;1996-10-27;Leverkusen;;;2021.0;GER-Bundesliga
Lukáš Hrádecký;1989-11-24;Leverkusen;;;2021.0;GER-Bundesliga
Jonathan Glao Tah;1996-02-11;Leverkusen;;;2021.0;GER-Bundesliga
Konrad Laimer;1997-05-27;RBL;;;2021.0;GER-Bundesliga
Timothy Evans Fosu-Mensah;1998-01-02;Leverkusen;;;2021.0;GER-Bundesliga
Robert Andrich;1994-09-22;Leverkusen;Union Berlin;;2021.0;GER-Bundesliga
Niklas Lomb;1993-07-28;Leverkusen;;;2021.0;GER-Bundesliga
Edmond Fayçal Tapsoba;1999-02-02;Leverkusen;;;2021.0;GER-Bundesliga
Kouakou Odilon Dorgeless Kossounou;2001-01-04;Leverkusen;;;2021.0;GER-Bundesliga
Piero Martín Hincapié Reyna;2002-01-09;Leverkusen;;;2021.0;GER-Bundesliga
Jeremie Agyekum Frimpong;2000-12-10;Leverkusen;;;2021.0;GER-Bundesliga
Malik Leon Tillman;2002-05-28;Bayern;;;2021.0;GER-Bundesliga
Jamal Musiala;2003-02-26;Bayern;;;2021.0;GER-Bundesliga
Gabriel Vidović;2003-12-01;Bayern;;;2021.0;GER-Bundesliga
Paul Wanner;2005-12-23;Bayern;;;2021.0;GER-Bundesliga
Kerem Demirbay;1993-07-03;Leverkusen;;;2021.0;GER-Bundesliga
Patrik Schick;1996-01-24;Leverkusen;;;2021.0;GER-Bundesliga
Mitchell-Elijah Weiser;1994-04-21;Leverkusen;;;2021.0;GER-Bundesliga
Sardar Azmoun;1995-01-01;Leverkusen;;;2021.0;GER-Bundesliga
Sebastiaan Bornauw;1999-03-22;Wolfsburg;;;2021.0;GER-Bundesliga
Niklas Stark;1995-04-14;Hertha Berlin;;;2021.0;GER-Bundesliga
Koen Casteels;1992-06-25;Wolfsburg;;;2021.0;GER-Bundesliga
Maxence Guy Lacroix;2000-04-06;Wolfsburg;;;2021.0;GER-Bundesliga
Amos Pieper;1998-01-17;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Pavao Pervan;1987-11-13;Wolfsburg;;;2021.0;GER-Bundesliga
Yannick Gerhardt;1994-03-13;Wolfsburg;;;2021.0;GER-Bundesliga
Maximilian Arnold;1994-05-27;Wolfsburg;;;2021.0;GER-Bundesliga
Jonas Hofmann;1992-07-14;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Bote Ridle Nzuzi Baku;1998-04-08;Wolfsburg;;;2021.0;GER-Bundesliga
Patrick Wimmer;2001-05-30;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Amine Adli;2000-05-10;Leverkusen;;;2021.0;GER-Bundesliga
Kevin Alexander Paredes;2003-05-07;Wolfsburg;;;2021.0;GER-Bundesliga
Micky van de Ven;2001-04-19;Wolfsburg;;;2021.0;GER-Bundesliga
Florian Richard Wirtz;2003-05-03;Leverkusen;;;2021.0;GER-Bundesliga
Philipp Schulze;2003-01-29;Wolfsburg;;;2021.0;GER-Bundesliga
Maximilian Marcus Philipp;1994-03-01;Wolfsburg;;;2021.0;GER-Bundesliga
Cristian Esteban Gamboa Luna;1989-10-24;Bochum;;;2021.0;GER-Bundesliga
Jonas Older Wind;1999-02-07;Wolfsburg;;;2021.0;GER-Bundesliga
Felix Passlack;1998-05-29;Borussia Dortmund;;;2021.0;GER-Bundesliga
Lukas Okechukwu Nmecha;1998-12-14;Wolfsburg;;;2021.0;GER-Bundesliga
Christopher Antwi-Adjei;1994-02-07;Bochum;;;2021.0;GER-Bundesliga
Manuel Riemann-Lorenzen;1988-09-09;Bochum;;;2021.0;GER-Bundesliga
Danilo Teodoro Soares;1991-10-29;Bochum;;;2021.0;GER-Bundesliga
Anthony Losilla;1986-03-10;Bochum;;;2021.0;GER-Bundesliga
Simon Zoller;1991-06-26;Bochum;;;2021.0;GER-Bundesliga
Philipp Förster;1995-02-04;Stuttgart;;;2021.0;GER-Bundesliga
Michael Esser;1987-11-22;Bochum;;;2021.0;GER-Bundesliga
Takuma Asano;1994-11-10;Bochum;;;2021.0;GER-Bundesliga
Kevin Stöger;1993-08-27;Mainz;;;2021.0;GER-Bundesliga
Gerrit Stephan Barba Holtmann;1995-03-25;Bochum;;;2021.0;GER-Bundesliga
Erhan Mašović;1998-11-22;Bochum;;;2021.0;GER-Bundesliga
Aster Jan Vranckx;2002-10-04;Wolfsburg;;;2021.0;GER-Bundesliga
Patrick Osterhage;2000-02-01;Bochum;;;2021.0;GER-Bundesliga
Luis Hartwig;2002-11-23;Bochum;;;2021.0;GER-Bundesliga
Tiago Barreiros de Melo Tomás;2002-06-16;Stuttgart;;;2021.0;GER-Bundesliga
Marco Reus;1989-05-31;Borussia Dortmund;;;2021.0;GER-Bundesliga
Marius Wolf;1995-05-27;Borussia Dortmund;;;2021.0;GER-Bundesliga
Donyell Malen;1999-01-19;Borussia Dortmund;;;2021.0;GER-Bundesliga
Thomas André Meunier;1991-09-12;Borussia Dortmund;;;2021.0;GER-Bundesliga
Mats Julian Hummels;1988-12-16;Borussia Dortmund;;;2021.0;GER-Bundesliga
Niklas Süle;1995-09-03;Bayern;;;2021.0;GER-Bundesliga
Felix Kalu Nmecha;2000-10-10;Wolfsburg;;;2021.0;GER-Bundesliga
Emre Can;1994-01-12;Borussia Dortmund;;;2021.0;GER-Bundesliga
Julian Brandt;1996-05-02;Borussia Dortmund;;;2021.0;GER-Bundesliga
Marcel Sabitzer;1994-03-17;Bayern;RBL;;2021.0;GER-Bundesliga
Amir Selmane Ramy Bensebaïni;1995-04-16;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Thorgan Ganael Francis Hazard;1993-03-29;Borussia Dortmund;;;2021.0;GER-Bundesliga
Salih Özcan;1998-01-11;FC Koln;;;2021.0;GER-Bundesliga
Julian Ryerson;1997-11-17;Union Berlin;;;2021.0;GER-Bundesliga
Gregor Kobel;1997-12-06;Borussia Dortmund;;;2021.0;GER-Bundesliga
Nico Cedric Schlotterbeck;1999-12-01;Freiburg;;;2021.0;GER-Bundesliga
Mateu Jaume Morey Bauzà;2000-03-02;Borussia Dortmund;;;2021.0;GER-Bundesliga
Youssoufa Moukoko;2004-11-20;Borussia Dortmund;;;2021.0;GER-Bundesliga
Giovanni Alejandro Reyna;2002-11-13;Borussia Dortmund;;;2021.0;GER-Bundesliga
Jamie Jermaine Bynoe-Gittens;2004-08-08;Borussia Dortmund;;;2021.0;GER-Bundesliga
Oliver Baumann;1990-06-02;Hoffenheim;;;2021.0;GER-Bundesliga
Pavel Kadeřábek;1992-04-25;Hoffenheim;;;2021.0;GER-Bundesliga
Kasim Adams Nuhu;1995-06-22;Hoffenheim;;;2021.0;GER-Bundesliga
Robin Hack;1998-08-27;Arminia Bielefeld;;;2021.0;GER-Bundesliga
Stefan Lainer;1992-08-27;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Hannes Tarn Wolf;1999-04-16;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Nico Elvedi;1996-09-30;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Kouadio Emmanuel Koné;2001-05-17;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
John Anthony Brooks;1993-01-28;Wolfsburg;;;2021.0;GER-Bundesliga
Tobias Sippel;1988-03-22;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Mamadou Doucouré;1998-05-21;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Tony Jantschke;1990-04-07;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Christoph Kramer;1991-02-19;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Florian Christian Neuhaus;1997-03-16;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Patrick Herrmann;1991-02-12;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Alassane Alexandre Pléa;1993-03-10;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Joseph Michael Scally;2002-12-31;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Luca Netz;2003-05-15;Borussia M.Gladbach;Hertha Berlin;;2021.0;GER-Bundesliga
Jan Jakob Olschowsky;2001-11-18;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Rocco Reitz;2002-05-29;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Kevin Vogt;1991-09-23;Hoffenheim;;;2021.0;GER-Bundesliga
Dennis Geiger;1998-06-10;Hoffenheim;;;2021.0;GER-Bundesliga
Florian Grillitsch;1995-08-07;Hoffenheim;;;2021.0;GER-Bundesliga
Diadié Samassékou;1996-01-11;Hoffenheim;;;2021.0;GER-Bundesliga
Robert Faxe Skov;1996-05-20;Hoffenheim;;;2021.0;GER-Bundesliga
Danny Vieira da Costa;1993-07-13;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Grischa Prömel;1995-01-09;Union Berlin;;;2021.0;GER-Bundesliga
Maxim Leitsch;1998-05-18;Bochum;;;2021.0;GER-Bundesliga
Kevin John Ufuoma Akpoguma;1995-04-19;Hoffenheim;;;2021.0;GER-Bundesliga
Ihlas Bebou;1994-04-23;Hoffenheim;;;2021.0;GER-Bundesliga
Aymen Barkok;1998-05-21;Eintracht Frankfurt;;;2021.0;GER-Bundesliga
Robin Zentner;1994-10-28;Mainz;;;2021.0;GER-Bundesliga
Stefan Bell;1991-08-24;Mainz;;;2021.0;GER-Bundesliga
Alexander Hack;1993-09-08;Mainz;;;2021.0;GER-Bundesliga
Leandro Barreiro Martins;2000-01-03;Mainz;;;2021.0;GER-Bundesliga
Silvan Dominic Widmer;1993-03-05;Mainz;;;2021.0;GER-Bundesliga
Angelo Stiller;2001-04-04;Hoffenheim;;;2021.0;GER-Bundesliga
Maximilian Beier;2002-10-17;Hoffenheim;;;2021.0;GER-Bundesliga
Marco John;2002-04-02;Hoffenheim;;;2021.0;GER-Bundesliga
Tom Bischof;2005-06-28;Hoffenheim;;;2021.0;GER-Bundesliga
Dominik Kohr;1994-01-31;Mainz;;;2021.0;GER-Bundesliga
Jae-Sung Lee;1992-08-10;Mainz;;;2021.0;GER-Bundesliga
Matthias Lukas Ginter;1994-01-19;Borussia M.Gladbach;;;2021.0;GER-Bundesliga
Maximilian Eggestein;1996-12-08;Freiburg;;;2021.0;GER-Bundesliga
Florian Lorenz Müller;1997-11-13;Stuttgart;;;2021.0;GER-Bundesliga
Jonathan Michael Burkardt;2000-07-11;Mainz;;;2021.0;GER-Bundesliga
Karim Onisiwo;1992-03-17;Mainz;;;2021.0;GER-Bundesliga
Manuel Gulde;1991-02-12;Freiburg;;;2021.0;GER-Bundesliga
Christian Günter;1993-02-28;Freiburg;;;2021.0;GER-Bundesliga
Philipp Lienhart;1996-07-11;Freiburg;;;2021.0;GER-Bundesliga
Keven Matteo Schlotterbeck;1997-04-28;Freiburg;;;2021.0;GER-Bundesliga
Vincenzo Grifo;1993-04-07;Freiburg;;;2021.0;GER-Bundesliga
Nicolas Höfler;1990-03-09;Freiburg;;;2021.0;GER-Bundesliga
Edimilson Fernandes Ribeiro;1996-04-15;Arminia Bielefeld;Mainz;;2021.0;GER-Bundesliga
Delano Burgzorg;1998-11-07;Mainz;;;2021.0;GER-Bundesliga
Anton Levi Stach;1998-11-15;Mainz;Greuther Fuerth;;2021.0;GER-Bundesliga
Yannik Keitel;2000-02-15;Freiburg;;;2021.0;GER-Bundesliga
